Serial Number:20697595 --

"Date Time, GMT -1000","Temp, (*F)","mV","pH","Button Down","Button Up","Host Connect","Start Calibration","Calibration Values","Calibration Buffers","End Calibration","EOF"
2020-06-17 10:50:00,83.18,-104.55,8.49, , , , , , , , 
2020-06-17 11:00:00,83.18,-104.47,8.49, , , , , , , , 
2020-06-17 11:10:00,83.18,-104.22,8.48, , , , , , , , 
2020-06-17 11:20:00,83.22,-104.69,8.49, , , , , , , , 
2020-06-17 11:30:00,83.22,-104.86,8.50, , , , , , , , 
2020-06-17 11:40:00,83.22,-103.19,8.47, , , , , , , , 
2020-06-17 11:50:00,83.22,-104.47,8.49, , , , , , , , 
2020-06-17 12:00:00,83.18,-103.46,8.47, , , , , , , , 
2020-06-17 12:10:00,83.13,-103.21,8.47, , , , , , , , 
2020-06-17 12:20:00,83.13,-103.71,8.48, , , , , , , , 
2020-06-17 12:30:00,83.27,-105.77,8.51, , , , , , , , 
2020-06-17 12:40:00,83.22,-105.16,8.50, , , , , , , , 
2020-06-17 12:50:00,83.22,-104.85,8.50, , , , , , , , 
2020-06-17 13:00:00,83.18,-104.68,8.49, , , , , , , , 
2020-06-17 13:10:00,83.22,-105.36,8.50, , , , , , , , 
2020-06-17 13:20:00,83.18,-104.58,8.49, , , , , , , , 
2020-06-17 13:30:00,83.18,-104.43,8.49, , , , , , , , 
2020-06-17 13:40:00,83.18,-105.72,8.51, , , , , , , , 
2020-06-17 13:50:00,83.22,-105.25,8.50, , , , , , , , 
2020-06-17 14:00:00,83.27,-105.61,8.51, , , , , , , , 
2020-06-17 14:10:00,83.31,-106.49,8.52, , , , , , , , 
2020-06-17 14:20:00,83.36,-106.44,8.52, , , , , , , , 
2020-06-17 14:30:00,83.31,-105.64,8.51, , , , , , , , 
2020-06-17 14:40:00,83.40,-106.36,8.52, , , , , , , , 
2020-06-17 14:50:00,83.31,-105.05,8.50, , , , , , , , 
2020-06-17 15:00:00,83.31,-105.57,8.51, , , , , , , , 
2020-06-17 15:10:00,83.22,-103.43,8.47, , , , , , , , 
2020-06-17 15:20:00,83.18,-103.36,8.47, , , , , , , , 
2020-06-17 15:30:00,83.13,-102.82,8.46, , , , , , , , 
2020-06-17 15:40:00,83.18,-105.46,8.51, , , , , , , , 
2020-06-17 15:50:00,83.18,-104.72,8.49, , , , , , , , 
2020-06-17 16:00:00,83.18,-104.00,8.48, , , , , , , , 
2020-06-17 16:10:00,83.13,-103.43,8.47, , , , , , , , 
2020-06-17 16:20:00,83.09,-102.91,8.46, , , , , , , , 
2020-06-17 16:30:00,83.04,-101.83,8.44, , , , , , , , 
2020-06-17 16:40:00,83.04,-101.97,8.45, , , , , , , , 
2020-06-17 16:50:00,82.95,-100.91,8.43, , , , , , , , 
2020-06-17 17:00:00,82.91,-99.94,8.41, , , , , , , , 
2020-06-17 17:10:00,82.87,-99.13,8.40, , , , , , , , 
2020-06-17 17:20:00,82.82,-98.63,8.39, , , , , , , , 
2020-06-17 17:30:00,82.82,-98.11,8.38, , , , , , , , 
2020-06-17 17:40:00,82.78,-97.69,8.38, , , , , , , , 
2020-06-17 17:50:00,82.73,-97.42,8.37, , , , , , , , 
2020-06-17 18:00:00,82.73,-97.14,8.37, , , , , , , , 
2020-06-17 18:10:00,82.69,-96.83,8.36, , , , , , , , 
2020-06-17 18:20:00,82.64,-96.58,8.36, , , , , , , , 
2020-06-17 18:30:00,82.64,-96.47,8.35, , , , , , , , 
2020-06-17 18:40:00,82.64,-96.53,8.36, , , , , , , , 
2020-06-17 18:50:00,82.64,-96.50,8.36, , , , , , , , 
2020-06-17 19:00:00,82.64,-96.41,8.35, , , , , , , , 
2020-06-17 19:10:00,82.64,-96.39,8.35, , , , , , , , 
2020-06-17 19:20:00,82.60,-96.50,8.36, , , , , , , , 
2020-06-17 19:30:00,82.60,-96.50,8.36, , , , , , , , 
2020-06-17 19:40:00,82.60,-96.50,8.36, , , , , , , , 
2020-06-17 19:50:00,82.60,-96.53,8.36, , , , , , , , 
2020-06-17 20:00:00,82.60,-96.41,8.35, , , , , , , , 
2020-06-17 20:10:00,82.60,-96.32,8.35, , , , , , , , 
2020-06-17 20:20:00,82.60,-96.47,8.35, , , , , , , , 
2020-06-17 20:30:00,82.64,-96.36,8.35, , , , , , , , 
2020-06-17 20:40:00,82.64,-96.27,8.35, , , , , , , , 
2020-06-17 20:50:00,82.64,-96.36,8.35, , , , , , , , 
2020-06-17 21:00:00,82.64,-96.36,8.35, , , , , , , , 
2020-06-17 21:10:00,82.64,-96.35,8.35, , , , , , , , 
2020-06-17 21:20:00,82.64,-96.47,8.35, , , , , , , , 
2020-06-17 21:30:00,82.64,-96.39,8.35, , , , , , , , 
2020-06-17 21:40:00,82.64,-96.42,8.35, , , , , , , , 
2020-06-17 21:50:00,82.64,-96.39,8.35, , , , , , , , 
2020-06-17 22:00:00,82.64,-96.33,8.35, , , , , , , , 
2020-06-17 22:10:00,82.64,-96.35,8.35, , , , , , , , 
2020-06-17 22:20:00,82.64,-96.41,8.35, , , , , , , , 
2020-06-17 22:30:00,82.64,-96.30,8.35, , , , , , , , 
2020-06-17 22:40:00,82.64,-96.36,8.35, , , , , , , , 
2020-06-17 22:50:00,82.64,-96.50,8.36, , , , , , , , 
2020-06-17 23:00:00,82.64,-96.46,8.35, , , , , , , , 
2020-06-17 23:10:00,82.64,-96.57,8.36, , , , , , , , 
2020-06-17 23:20:00,82.64,-96.53,8.36, , , , , , , , 
2020-06-17 23:30:00,82.64,-96.55,8.36, , , , , , , , 
2020-06-17 23:40:00,82.64,-96.67,8.36, , , , , , , , 
2020-06-17 23:50:00,82.64,-96.66,8.36, , , , , , , , 
2020-06-18 00:00:00,82.64,-96.61,8.36, , , , , , , , 
2020-06-18 00:10:00,82.64,-96.58,8.36, , , , , , , , 
2020-06-18 00:20:00,82.64,-96.58,8.36, , , , , , , , 
2020-06-18 00:30:00,82.64,-96.53,8.36, , , , , , , , 
2020-06-18 00:40:00,82.64,-96.49,8.35, , , , , , , , 
2020-06-18 00:50:00,82.64,-96.44,8.35, , , , , , , , 
2020-06-18 01:00:00,82.64,-96.35,8.35, , , , , , , , 
2020-06-18 01:10:00,82.64,-96.42,8.35, , , , , , , , 
2020-06-18 01:20:00,82.64,-96.36,8.35, , , , , , , , 
2020-06-18 01:30:00,82.69,-96.41,8.35, , , , , , , , 
2020-06-18 01:40:00,82.69,-96.38,8.35, , , , , , , , 
2020-06-18 01:50:00,82.69,-96.49,8.35, , , , , , , , 
2020-06-18 02:00:00,82.69,-96.52,8.36, , , , , , , , 
2020-06-18 02:10:00,82.69,-96.49,8.35, , , , , , , , 
2020-06-18 02:20:00,82.69,-96.38,8.35, , , , , , , , 
2020-06-18 02:30:00,82.69,-96.55,8.36, , , , , , , , 
2020-06-18 02:40:00,82.69,-96.47,8.35, , , , , , , , 
2020-06-18 02:50:00,82.69,-96.52,8.36, , , , , , , , 
2020-06-18 03:00:00,82.69,-96.52,8.36, , , , , , , , 
2020-06-18 03:10:00,82.69,-96.42,8.35, , , , , , , , 
2020-06-18 03:20:00,82.69,-96.44,8.35, , , , , , , , 
2020-06-18 03:30:00,82.64,-96.35,8.35, , , , , , , , 
2020-06-18 03:40:00,82.64,-96.38,8.35, , , , , , , , 
2020-06-18 03:50:00,82.64,-96.25,8.35, , , , , , , , 
2020-06-18 04:00:00,82.64,-96.55,8.36, , , , , , , , 
2020-06-18 04:10:00,82.60,-96.49,8.36, , , , , , , , 
2020-06-18 04:20:00,82.60,-96.55,8.36, , , , , , , , 
2020-06-18 04:30:00,82.60,-96.60,8.36, , , , , , , , 
2020-06-18 04:40:00,82.60,-96.61,8.36, , , , , , , , 
2020-06-18 04:50:00,82.60,-96.64,8.36, , , , , , , , 
2020-06-18 05:00:00,82.60,-96.67,8.36, , , , , , , , 
2020-06-18 05:10:00,82.60,-96.67,8.36, , , , , , , , 
2020-06-18 05:20:00,82.60,-96.66,8.36, , , , , , , , 
2020-06-18 05:30:00,82.60,-96.67,8.36, , , , , , , , 
2020-06-18 05:40:00,82.60,-96.55,8.36, , , , , , , , 
2020-06-18 05:50:00,82.60,-96.57,8.36, , , , , , , , 
2020-06-18 06:00:00,82.60,-96.50,8.36, , , , , , , , 
2020-06-18 06:10:00,82.60,-96.47,8.35, , , , , , , , 
2020-06-18 06:20:00,82.60,-96.52,8.36, , , , , , , , 
2020-06-18 06:30:00,82.60,-96.47,8.35, , , , , , , , 
2020-06-18 06:40:00,82.60,-96.47,8.35, , , , , , , , 
2020-06-18 06:50:00,82.60,-96.63,8.36, , , , , , , , 
2020-06-18 07:00:00,82.60,-96.77,8.36, , , , , , , , 
2020-06-18 07:10:00,82.60,-96.91,8.36, , , , , , , , 
2020-06-18 07:20:00,82.55,-97.05,8.36, , , , , , , , 
2020-06-18 07:30:00,82.55,-97.32,8.37, , , , , , , , 
2020-06-18 07:40:00,82.60,-97.83,8.38, , , , , , , , 
2020-06-18 07:50:00,82.60,-98.13,8.38, , , , , , , , 
2020-06-18 08:00:00,82.60,-98.24,8.38, , , , , , , , 
2020-06-18 08:10:00,82.64,-98.16,8.38, , , , , , , , 
2020-06-18 08:20:00,82.64,-98.27,8.39, , , , , , , , 
2020-06-18 08:30:00,82.64,-98.71,8.39, , , , , , , , 
2020-06-18 08:40:00,82.64,-98.39,8.39, , , , , , , , 
2020-06-18 08:50:00,82.64,-98.69,8.39, , , , , , , , 
2020-06-18 09:00:00,82.69,-98.96,8.40, , , , , , , , 
2020-06-18 09:10:00,82.69,-98.52,8.39, , , , , , , , 
2020-06-18 09:20:00,82.69,-98.28,8.39, , , , , , , , 
2020-06-18 09:30:00,82.69,-98.86,8.40, , , , , , , , 
2020-06-18 09:40:00,82.78,-100.52,8.42, , , , , , , , 
2020-06-18 09:50:00,82.82,-101.78,8.44, , , , , , , , 
2020-06-18 10:00:00,82.82,-101.02,8.43, , , , , , , , 
2020-06-18 10:10:00,82.91,-102.36,8.45, , , , , , , , 
2020-06-18 10:20:00,83.22,-103.24,8.47, , , , , , , , 
2020-06-18 10:30:00,83.27,-103.77,8.48, , , , , , , , 
2020-06-18 10:40:00,83.22,-103.52,8.47, , , , , , , , 
2020-06-18 10:50:00,83.22,-103.50,8.47, , , , , , , , 
2020-06-18 11:00:00,83.18,-104.18,8.48, , , , , , , , 
2020-06-18 11:10:00,83.22,-104.38,8.49, , , , , , , , 
2020-06-18 11:20:00,83.22,-103.89,8.48, , , , , , , , 
2020-06-18 11:30:00,83.45,-105.66,8.51, , , , , , , , 
2020-06-18 11:40:00,83.22,-103.22,8.47, , , , , , , , 
2020-06-18 11:50:00,83.27,-104.33,8.49, , , , , , , , 
2020-06-18 12:00:00,83.36,-106.14,8.52, , , , , , , , 
2020-06-18 12:10:00,83.36,-105.13,8.50, , , , , , , , 
2020-06-18 12:20:00,83.40,-104.94,8.50, , , , , , , , 
2020-06-18 12:30:00,83.36,-105.38,8.50, , , , , , , , 
2020-06-18 12:40:00,83.31,-104.83,8.49, , , , , , , , 
2020-06-18 12:50:00,83.27,-105.21,8.50, , , , , , , , 
2020-06-18 13:00:00,83.27,-105.57,8.51, , , , , , , , 
2020-06-18 13:10:00,83.31,-106.38,8.52, , , , , , , , 
2020-06-18 13:20:00,83.31,-105.50,8.51, , , , , , , , 
2020-06-18 13:30:00,83.40,-105.55,8.51, , , , , , , , 
2020-06-18 13:40:00,83.31,-105.74,8.51, , , , , , , , 
2020-06-18 13:50:00,83.36,-105.64,8.51, , , , , , , , 
2020-06-18 14:00:00,83.27,-105.25,8.50, , , , , , , , 
2020-06-18 14:10:00,83.27,-105.60,8.51, , , , , , , , 
2020-06-18 14:20:00,83.27,-105.80,8.51, , , , , , , , 
2020-06-18 14:30:00,83.31,-105.99,8.51, , , , , , , , 
2020-06-18 14:40:00,83.31,-105.44,8.51, , , , , , , , 
2020-06-18 14:50:00,83.31,-105.03,8.50, , , , , , , , 
2020-06-18 15:00:00,83.36,-106.27,8.52, , , , , , , , 
2020-06-18 15:10:00,83.27,-103.93,8.48, , , , , , , , 
2020-06-18 15:20:00,83.18,-103.69,8.48, , , , , , , , 
2020-06-18 15:30:00,83.13,-103.07,8.47, , , , , , , , 
2020-06-18 15:40:00,83.13,-103.32,8.47, , , , , , , , 
2020-06-18 15:50:00,83.09,-101.89,8.45, , , , , , , , 
2020-06-18 16:00:00,83.00,-100.97,8.43, , , , , , , , 
2020-06-18 16:10:00,83.00,-100.94,8.43, , , , , , , , 
2020-06-18 16:20:00,82.95,-100.66,8.42, , , , , , , , 
2020-06-18 16:30:00,82.91,-100.30,8.42, , , , , , , , 
2020-06-18 16:40:00,82.87,-99.41,8.40, , , , , , , , 
2020-06-18 16:50:00,82.87,-99.47,8.41, , , , , , , , 
2020-06-18 17:00:00,82.82,-98.96,8.40, , , , , , , , 
2020-06-18 17:10:00,82.82,-98.55,8.39, , , , , , , , 
2020-06-18 17:20:00,82.78,-97.88,8.38, , , , , , , , 
2020-06-18 17:30:00,82.78,-97.44,8.37, , , , , , , , 
2020-06-18 17:40:00,82.73,-97.38,8.37, , , , , , , , 
2020-06-18 17:50:00,82.73,-97.16,8.37, , , , , , , , 
2020-06-18 18:00:00,82.69,-97.00,8.36, , , , , , , , 
2020-06-18 18:10:00,82.69,-96.85,8.36, , , , , , , , 
2020-06-18 18:20:00,82.69,-96.82,8.36, , , , , , , , 
2020-06-18 18:30:00,82.69,-96.71,8.36, , , , , , , , 
2020-06-18 18:40:00,82.69,-96.82,8.36, , , , , , , , 
2020-06-18 18:50:00,82.69,-96.97,8.36, , , , , , , , 
2020-06-18 19:00:00,82.69,-97.07,8.36, , , , , , , , 
2020-06-18 19:10:00,82.69,-97.05,8.36, , , , , , , , 
2020-06-18 19:20:00,82.69,-96.96,8.36, , , , , , , , 
2020-06-18 19:30:00,82.69,-97.00,8.36, , , , , , , , 
2020-06-18 19:40:00,82.69,-97.05,8.36, , , , , , , , 
2020-06-18 19:50:00,82.69,-97.00,8.36, , , , , , , , 
2020-06-18 20:00:00,82.64,-96.89,8.36, , , , , , , , 
2020-06-18 20:10:00,82.64,-96.97,8.36, , , , , , , , 
2020-06-18 20:20:00,82.64,-96.88,8.36, , , , , , , , 
2020-06-18 20:30:00,82.64,-96.91,8.36, , , , , , , , 
2020-06-18 20:40:00,82.64,-96.89,8.36, , , , , , , , 
2020-06-18 20:50:00,82.64,-97.19,8.37, , , , , , , , 
2020-06-18 21:00:00,82.69,-97.08,8.36, , , , , , , , 
2020-06-18 21:10:00,82.69,-97.21,8.37, , , , , , , , 
2020-06-18 21:20:00,82.69,-97.03,8.36, , , , , , , , 
2020-06-18 21:30:00,82.69,-96.99,8.36, , , , , , , , 
2020-06-18 21:40:00,82.64,-97.05,8.36, , , , , , , , 
2020-06-18 21:50:00,82.64,-97.05,8.36, , , , , , , , 
2020-06-18 22:00:00,82.64,-96.96,8.36, , , , , , , , 
2020-06-18 22:10:00,82.64,-97.08,8.37, , , , , , , , 
2020-06-18 22:20:00,82.64,-97.14,8.37, , , , , , , , 
2020-06-18 22:30:00,82.64,-97.05,8.36, , , , , , , , 
2020-06-18 22:40:00,82.64,-96.94,8.36, , , , , , , , 
2020-06-18 22:50:00,82.64,-96.91,8.36, , , , , , , , 
2020-06-18 23:00:00,82.64,-96.85,8.36, , , , , , , , 
2020-06-18 23:10:00,82.64,-96.85,8.36, , , , , , , , 
2020-06-18 23:20:00,82.64,-96.86,8.36, , , , , , , , 
2020-06-18 23:30:00,82.64,-96.69,8.36, , , , , , , , 
2020-06-18 23:40:00,82.64,-96.71,8.36, , , , , , , , 
2020-06-18 23:50:00,82.64,-96.82,8.36, , , , , , , , 
2020-06-19 00:00:00,82.64,-96.83,8.36, , , , , , , , 
2020-06-19 00:10:00,82.64,-96.77,8.36, , , , , , , , 
2020-06-19 00:20:00,82.64,-96.82,8.36, , , , , , , , 
2020-06-19 00:30:00,82.64,-96.77,8.36, , , , , , , , 
2020-06-19 00:40:00,82.64,-96.85,8.36, , , , , , , , 
2020-06-19 00:50:00,82.64,-96.75,8.36, , , , , , , , 
2020-06-19 01:00:00,82.64,-96.72,8.36, , , , , , , , 
2020-06-19 01:10:00,82.64,-96.63,8.36, , , , , , , , 
2020-06-19 01:20:00,82.60,-96.67,8.36, , , , , , , , 
2020-06-19 01:30:00,82.60,-96.80,8.36, , , , , , , , 
2020-06-19 01:40:00,82.60,-97.02,8.36, , , , , , , , 
2020-06-19 01:50:00,82.60,-96.99,8.36, , , , , , , , 
2020-06-19 02:00:00,82.60,-96.96,8.36, , , , , , , , 
2020-06-19 02:10:00,82.64,-97.10,8.37, , , , , , , , 
2020-06-19 02:20:00,82.64,-97.14,8.37, , , , , , , , 
2020-06-19 02:30:00,82.64,-97.14,8.37, , , , , , , , 
2020-06-19 02:40:00,82.64,-97.13,8.37, , , , , , , , 
2020-06-19 02:50:00,82.64,-97.02,8.36, , , , , , , , 
2020-06-19 03:00:00,82.64,-97.07,8.36, , , , , , , , 
2020-06-19 03:10:00,82.64,-97.03,8.36, , , , , , , , 
2020-06-19 03:20:00,82.64,-96.91,8.36, , , , , , , , 
2020-06-19 03:30:00,82.64,-96.77,8.36, , , , , , , , 
2020-06-19 03:40:00,82.64,-97.02,8.36, , , , , , , , 
2020-06-19 03:50:00,82.64,-97.02,8.36, , , , , , , , 
2020-06-19 04:00:00,82.64,-97.11,8.37, , , , , , , , 
2020-06-19 04:10:00,82.64,-97.08,8.37, , , , , , , , 
2020-06-19 04:20:00,82.60,-96.99,8.36, , , , , , , , 
2020-06-19 04:30:00,82.60,-96.96,8.36, , , , , , , , 
2020-06-19 04:40:00,82.60,-96.91,8.36, , , , , , , , 
2020-06-19 04:50:00,82.64,-96.80,8.36, , , , , , , , 
2020-06-19 05:00:00,82.64,-96.86,8.36, , , , , , , , 
2020-06-19 05:10:00,82.64,-96.96,8.36, , , , , , , , 
2020-06-19 05:20:00,82.64,-96.82,8.36, , , , , , , , 
2020-06-19 05:30:00,82.64,-96.86,8.36, , , , , , , , 
2020-06-19 05:40:00,82.64,-96.82,8.36, , , , , , , , 
2020-06-19 05:50:00,82.60,-96.64,8.36, , , , , , , , 
2020-06-19 06:00:00,82.60,-96.66,8.36, , , , , , , , 
2020-06-19 06:10:00,82.60,-96.50,8.36, , , , , , , , 
2020-06-19 06:20:00,82.60,-96.53,8.36, , , , , , , , 
2020-06-19 06:30:00,82.60,-96.61,8.36, , , , , , , , 
2020-06-19 06:40:00,82.55,-96.85,8.36, , , , , , , , 
2020-06-19 06:50:00,82.60,-97.07,8.36, , , , , , , , 
2020-06-19 07:00:00,82.60,-97.27,8.37, , , , , , , , 
2020-06-19 07:10:00,82.64,-97.74,8.38, , , , , , , , 
2020-06-19 07:20:00,82.64,-98.13,8.38, , , , , , , , 
2020-06-19 07:30:00,82.69,-99.00,8.40, , , , , , , , 
2020-06-19 07:40:00,82.73,-99.16,8.40, , , , , , , , 
2020-06-19 07:50:00,82.73,-99.44,8.40, , , , , , , , 
2020-06-19 08:00:00,82.78,-100.05,8.42, , , , , , , , 
2020-06-19 08:10:00,82.87,-100.85,8.43, , , , , , , , 
2020-06-19 08:20:00,82.91,-101.14,8.43, , , , , , , , 
2020-06-19 08:30:00,83.00,-101.82,8.44, , , , , , , , 
2020-06-19 08:40:00,83.04,-101.94,8.45, , , , , , , , 
2020-06-19 08:50:00,83.13,-101.77,8.44, , , , , , , , 
2020-06-19 09:00:00,83.22,-102.93,8.46, , , , , , , , 
2020-06-19 09:10:00,83.27,-103.02,8.46, , , , , , , , 
2020-06-19 09:20:00,83.36,-103.83,8.48, , , , , , , , 
2020-06-19 09:30:00,83.31,-103.41,8.47, , , , , , , , 
2020-06-19 09:40:00,83.45,-103.80,8.48, , , , , , , , 
2020-06-19 09:50:00,83.49,-105.08,8.50, , , , , , , , 
2020-06-19 10:00:00,83.54,-104.99,8.50, , , , , , , , 
2020-06-19 10:10:00,83.58,-105.08,8.50, , , , , , , , 
2020-06-19 10:20:00,83.58,-104.66,8.49, , , , , , , , 
2020-06-19 10:30:00,83.58,-104.97,8.50, , , , , , , , 
2020-06-19 10:40:00,83.58,-104.36,8.49, , , , , , , , 
2020-06-19 10:50:00,83.67,-105.52,8.51, , , , , , , , 
2020-06-19 11:00:00,83.62,-105.19,8.50, , , , , , , , 
2020-06-19 11:10:00,83.71,-105.94,8.51, , , , , , , , 
2020-06-19 11:20:00,83.71,-105.58,8.51, , , , , , , , 
2020-06-19 11:30:00,83.71,-105.05,8.50, , , , , , , , 
2020-06-19 11:40:00,83.80,-106.57,8.52, , , , , , , , 
2020-06-19 11:50:00,83.80,-105.46,8.50, , , , , , , , 
2020-06-19 12:00:00,83.76,-106.77,8.53, , , , , , , , 
2020-06-19 12:10:00,83.80,-105.75,8.51, , , , , , , , 
2020-06-19 12:20:00,83.85,-105.88,8.51, , , , , , , , 
2020-06-19 12:30:00,83.67,-106.94,8.53, , , , , , , , 
2020-06-19 12:40:00,83.71,-106.68,8.52, , , , , , , , 
2020-06-19 12:50:00,83.58,-107.64,8.54, , , , , , , , 
2020-06-19 13:00:00,83.58,-106.38,8.52, , , , , , , , 
2020-06-19 13:10:00,83.67,-107.28,8.54, , , , , , , , 
2020-06-19 13:20:00,83.54,-105.94,8.51, , , , , , , , 
2020-06-19 13:30:00,83.67,-108.52,8.56, , , , , , , , 
2020-06-19 13:40:00,83.54,-105.99,8.51, , , , , , , , 
2020-06-19 13:50:00,83.58,-106.99,8.53, , , , , , , , 
2020-06-19 14:00:00,83.45,-105.16,8.50, , , , , , , , 
2020-06-19 14:10:00,83.54,-106.05,8.51, , , , , , , , 
2020-06-19 14:20:00,83.54,-107.58,8.54, , , , , , , , 
2020-06-19 14:30:00,83.54,-108.25,8.55, , , , , , , , 
2020-06-19 14:40:00,83.40,-105.13,8.50, , , , , , , , 
2020-06-19 14:50:00,83.31,-106.08,8.52, , , , , , , , 
2020-06-19 15:00:00,83.27,-105.89,8.51, , , , , , , , 
2020-06-19 15:10:00,83.22,-105.78,8.51, , , , , , , , 
2020-06-19 15:20:00,83.22,-105.38,8.50, , , , , , , , 
2020-06-19 15:30:00,83.13,-103.33,8.47, , , , , , , , 
2020-06-19 15:40:00,83.09,-103.03,8.46, , , , , , , , 
2020-06-19 15:50:00,83.18,-106.41,8.52, , , , , , , , 
2020-06-19 16:00:00,83.13,-104.43,8.49, , , , , , , , 
2020-06-19 16:10:00,83.04,-101.75,8.44, , , , , , , , 
2020-06-19 16:20:00,83.00,-102.30,8.45, , , , , , , , 
2020-06-19 16:30:00,83.00,-104.38,8.49, , , , , , , , 
2020-06-19 16:40:00,83.00,-102.74,8.46, , , , , , , , 
2020-06-19 16:50:00,82.95,-101.16,8.43, , , , , , , , 
2020-06-19 17:00:00,82.91,-100.39,8.42, , , , , , , , 
2020-06-19 17:10:00,82.87,-99.60,8.41, , , , , , , , 
2020-06-19 17:20:00,82.87,-98.85,8.39, , , , , , , , 
2020-06-19 17:30:00,82.82,-98.08,8.38, , , , , , , , 
2020-06-19 17:40:00,82.82,-97.89,8.38, , , , , , , , 
2020-06-19 17:50:00,82.78,-97.60,8.37, , , , , , , , 
2020-06-19 18:00:00,82.78,-97.55,8.37, , , , , , , , 
2020-06-19 18:10:00,82.78,-97.57,8.37, , , , , , , , 
2020-06-19 18:20:00,82.78,-97.66,8.37, , , , , , , , 
2020-06-19 18:30:00,82.78,-97.66,8.37, , , , , , , , 
2020-06-19 18:40:00,82.78,-97.67,8.37, , , , , , , , 
2020-06-19 18:50:00,82.78,-97.55,8.37, , , , , , , , 
2020-06-19 19:00:00,82.78,-97.66,8.37, , , , , , , , 
2020-06-19 19:10:00,82.78,-97.63,8.37, , , , , , , , 
2020-06-19 19:20:00,82.78,-97.53,8.37, , , , , , , , 
2020-06-19 19:30:00,82.78,-97.58,8.37, , , , , , , , 
2020-06-19 19:40:00,82.78,-97.57,8.37, , , , , , , , 
2020-06-19 19:50:00,82.78,-97.44,8.37, , , , , , , , 
2020-06-19 20:00:00,82.73,-97.53,8.37, , , , , , , , 
2020-06-19 20:10:00,82.73,-97.47,8.37, , , , , , , , 
2020-06-19 20:20:00,82.73,-97.50,8.37, , , , , , , , 
2020-06-19 20:30:00,82.73,-97.46,8.37, , , , , , , , 
2020-06-19 20:40:00,82.73,-97.60,8.37, , , , , , , , 
2020-06-19 20:50:00,82.73,-97.55,8.37, , , , , , , , 
2020-06-19 21:00:00,82.73,-97.55,8.37, , , , , , , , 
2020-06-19 21:10:00,82.73,-97.44,8.37, , , , , , , , 
2020-06-19 21:20:00,82.69,-97.49,8.37, , , , , , , , 
2020-06-19 21:30:00,82.69,-97.50,8.37, , , , , , , , 
2020-06-19 21:40:00,82.69,-97.27,8.37, , , , , , , , 
2020-06-19 21:50:00,82.69,-97.30,8.37, , , , , , , , 
2020-06-19 22:00:00,82.69,-97.22,8.37, , , , , , , , 
2020-06-19 22:10:00,82.69,-97.44,8.37, , , , , , , , 
2020-06-19 22:20:00,82.69,-97.32,8.37, , , , , , , , 
2020-06-19 22:30:00,82.69,-97.39,8.37, , , , , , , , 
2020-06-19 22:40:00,82.69,-97.41,8.37, , , , , , , , 
2020-06-19 22:50:00,82.69,-97.60,8.37, , , , , , , , 
2020-06-19 23:00:00,82.69,-97.47,8.37, , , , , , , , 
2020-06-19 23:10:00,82.69,-97.44,8.37, , , , , , , , 
2020-06-19 23:20:00,82.73,-97.53,8.37, , , , , , , , 
2020-06-19 23:30:00,82.73,-97.42,8.37, , , , , , , , 
2020-06-19 23:40:00,82.69,-97.42,8.37, , , , , , , , 
2020-06-19 23:50:00,82.69,-97.22,8.37, , , , , , , , 
2020-06-20 00:00:00,82.69,-97.24,8.37, , , , , , , , 
2020-06-20 00:10:00,82.69,-97.25,8.37, , , , , , , , 
2020-06-20 00:20:00,82.69,-97.07,8.36, , , , , , , , 
2020-06-20 00:30:00,82.69,-97.02,8.36, , , , , , , , 
2020-06-20 00:40:00,82.69,-97.16,8.37, , , , , , , , 
2020-06-20 00:50:00,82.69,-97.22,8.37, , , , , , , , 
2020-06-20 01:00:00,82.69,-97.14,8.37, , , , , , , , 
2020-06-20 01:10:00,82.73,-97.19,8.37, , , , , , , , 
2020-06-20 01:20:00,82.73,-97.16,8.37, , , , , , , , 
2020-06-20 01:30:00,82.73,-97.08,8.36, , , , , , , , 
2020-06-20 01:40:00,82.73,-97.10,8.37, , , , , , , , 
2020-06-20 01:50:00,82.73,-97.32,8.37, , , , , , , , 
2020-06-20 02:00:00,82.73,-97.21,8.37, , , , , , , , 
2020-06-20 02:10:00,82.73,-97.19,8.37, , , , , , , , 
2020-06-20 02:20:00,82.73,-97.22,8.37, , , , , , , , 
2020-06-20 02:30:00,82.73,-97.32,8.37, , , , , , , , 
2020-06-20 02:40:00,82.73,-97.25,8.37, , , , , , , , 
2020-06-20 02:50:00,82.78,-97.17,8.37, , , , , , , , 
2020-06-20 03:00:00,82.73,-96.97,8.36, , , , , , , , 
2020-06-20 03:10:00,82.73,-96.97,8.36, , , , , , , , 
2020-06-20 03:20:00,82.73,-96.97,8.36, , , , , , , , 
2020-06-20 03:30:00,82.73,-96.94,8.36, , , , , , , , 
2020-06-20 03:40:00,82.73,-97.03,8.36, , , , , , , , 
2020-06-20 03:50:00,82.73,-96.92,8.36, , , , , , , , 
2020-06-20 04:00:00,82.73,-96.94,8.36, , , , , , , , 
2020-06-20 04:10:00,82.73,-96.72,8.36, , , , , , , , 
2020-06-20 04:20:00,82.69,-96.63,8.36, , , , , , , , 
2020-06-20 04:30:00,82.69,-96.44,8.35, , , , , , , , 
2020-06-20 04:40:00,82.69,-96.58,8.36, , , , , , , , 
2020-06-20 04:50:00,82.69,-96.52,8.36, , , , , , , , 
